,Record Year,Job Industry,Job Title,Experience Level,Education Level,Gender,Annual Salary,Monetary Compensation,Total Annual Salary,Age Group,Occupation Country,Occupation City,Race
4472,2021,Engineering or Manufacturing,Global Learning & Development Leader,Senior Level,College degree,Female,USD 155000,USD 20000,USD 175000,Junior,United States,Waterloo,White
4474,2021,Business or Consulting,Sales Operations Manager,Senior Level,College degree,Female,USD 102000,USD 3000,USD 105000,Junior,United States,Minneapolis,White
4475,2021,Computing or Tech,"Manager, Program Management",Senior Level,"Professional degree (MD, JD, etc.)",Female,USD 200000,USD 85000,USD 285000,Junior,United States,Boston,White
4477,2021,"Accounting, Banking & Finance",Senior Associate - Audit,Legendary Level,College degree,Male,USD 75000,USD 8250,USD 83250,Mid Life,United States,Rockville,White
4479,2021,Media & Digital,Finance Director,Senior Level,College degree,Female,USD 115000,USD 10000,USD 125000,Junior,United States,New York,White
4480,2021,Health care,Medical writer,Experienced Level,PhD,Female,USD 83000,USD 1500,USD 84500,Mid Life,United States,Baltimore,White
4481,2021,Media & Digital,Digital Research Analyst ,Senior Level,College degree,Male,USD 90000,USD 0,USD 90000,Experienced,United States,Edmonds,White
4482,2021,Government and Public Administration,Program Manager,Senior Level,College degree,Female,CAD 98000,CAD 800,CAD 98800,Mid Life,Canada,Ottawa,White
4483,2021,Insurance,Instructional Designer (Corporate Training),Senior Level,Some college,Female,USD 84000,USD 8000,USD 92000,Junior,United States,Des Moines,White
4485,2021,Law,Receptionist ,Experienced Level,Some college,Female,USD 31000,USD 0,USD 31000,Mid Life,United States,Plattsburgh,White
4486,2021,Government and Public Administration,visitor use assistant,Legendary Level,Master's degree,Male,USD 32000,USD 0,USD 32000,Mid Life,United States,Camp Verde,White
4488,2021,Education (Higher Education),Full Professor,Senior Level,PhD,Female,USD 80000,USD 0,USD 80000,Junior,United States,Houston,White
4489,2021,Nonprofits,Vice President,Veteran Level,PhD,Female,USD 99221,USD 0,USD 99221,Junior,United States,Orlando,Black or African American
4490,2021,Education (Higher Education),Programme Manager ,Experienced Level,PhD,Female,GBP 44000,GBP 0,GBP 44000,Junior,United Kingdom,Cambridge ,White
4491,2021,Engineering or Manufacturing,Software engineer,Senior Level,Master's degree,Female,CAD 110000,CAD 10000,CAD 120000,Junior,Canada,Markham,White
4492,2021,Health care,Regulatory Affairs Associate,Veteran Level,Master's degree,Male,USD 80000,USD 2500,USD 82500,Experienced,United States,Durham,White
4493,2021,pharmaceutical,Principal Programmer,Expert Level,Master's degree,Female,USD 140000,USD 20000,USD 160000,Senior,United States,Morristown ,White
4495,2021,Transport or Logistics,Assistant Controller,Experienced Level,College degree,Female,CAD 48000,CAD 700,CAD 48700,Mid Life,Canada,Vancouver,White
4497,2021,Insurance,Product Design Manager,Legendary Level,College degree,Female,USD 126000,USD 25000,USD 151000,Mid Life,United States,Chicago,White
4498,2021,Computing or Tech,Senior Engineer,Veteran Level,College degree,Female,USD 145000,USD 0,USD 145000,Junior,Australia,St Louis,White
4499,2021,Computing or Tech,Producer,Senior Level,College degree,Female,Other 2800000,Other 230000,Other 3030000,Junior,India,Bangalore,Other or Prefer not to answer
4500,2021,Saas company/software,Director of customer success management ,Experienced Level,College degree,Female,CAD 160000,CAD 0,CAD 160000,Mid Life,Canada,Vancouver,Asian or Asian American
4501,2021,"Accounting, Banking & Finance",partner,Senior Level,"Professional degree (MD, JD, etc.)",Female,USD 266250,USD 100000,USD 366250,Junior,Australia,New York,White
4502,2021,Engineering or Manufacturing,Quality Engineer ,Veteran Level,Master's degree,Female,USD 100000,USD 1000,USD 101000,Experienced,United States,Bowling Green,White
4504,2021,"Marketing, Advertising & PR",staff writer,Senior Level,College degree,Male,USD 57750,USD 1200,USD 58950,Junior,United States,Salt Lake City,White
4505,2021,Government and Public Administration,Assistant Director/Adult Svcs Coordinator,Veteran Level,Master's degree,Female,USD 70000,USD 0,USD 70000,Experienced,United States,Detroit Metro,White
4506,2021,Education (Higher Education),Assistant Professor,Senior Level,Master's degree,Female,USD 63000,USD 15000,USD 78000,Junior,United States,Chicago,Black or African American
4507,2021,Business or Consulting,Marketing Director,Senior Level,Master's degree,Female,USD 156000,USD 35000,USD 191000,Junior,United States,Chicago,White
4508,2021,Government and Public Administration,Senior Attorney,Senior Level,"Professional degree (MD, JD, etc.)",Female,USD 124800,USD 0,USD 124800,Experienced,United States,New York,White
4509,2021,Transport or Logistics,Delivery Driver,Legendary Level,Some college,Other,USD 33000,USD 2000,USD 35000,Mid Life,United States,Pittsburgh,White
4512,2021,Education (Higher Education),Assistant Professor ,Legendary Level,PhD,Non Binary,USD 52000,USD 2500,USD 54500,Mid Life,Australia,Cincinnati ,White
4513,2021,"Accounting, Banking & Finance",Analyst,Senior Level,College degree,Male,USD 82000,USD 8200,USD 90200,Junior,United States,Tupelo,White
4514,2021,Education (Higher Education),Program Administrator,Legendary Level,Master's degree,Female,CAD 71514,CAD 0,CAD 71514,Junior,Canada,"Vancouver, BC",White
4516,2021,Insurance,Training manager,Veteran Level,College degree,Female,USD 86000,USD 4000,USD 90000,Senior,United States,Augusta,White
4517,2021,Health care,Licensed Practical Nurse,Experienced Level,College degree,Female,USD 54000,USD 0,USD 54000,Mid Life,United States,St. Louis,White
4520,2021,Law,Attorney,Senior Level,"Professional degree (MD, JD, etc.)",Male,USD 95000,USD 0,USD 95000,Junior,United States,Washington,White
4521,2021,Nonprofits,Librarian,Experienced Level,Master's degree,Female,USD 58657,USD 0,USD 58657,Junior,United States,Oklahoma City,White
4522,2021,Computing or Tech,Product Developer,Legendary Level,"Professional degree (MD, JD, etc.)",Female,USD 75000,USD 4500,USD 79500,Mid Life,United States,Minneapolis,Asian or Asian American
4523,2021,Education (Primary/Secondary),School Psychologist,Junior Level,Master's degree,Female,USD 114000,USD 0,USD 114000,Mid Life,United States,Dublin,White
4524,2021,Insurance,Valuation Actuary,Experienced Level,"Professional degree (MD, JD, etc.)",Female,USD 127500,USD 25500,USD 153000,Mid Life,Australia,Richmond,White
4525,2021,Beauty /CPG ,Finance Director ,Experienced Level,Master's degree,Female,USD 131000,USD 8000,USD 139000,Junior,United States,Los Angeles ,Multiracial
4526,2021,Education (Primary/Secondary),Private Instrumental Tutor ,Junior Level,High School,Female,AUD/NZD 156000,AUD/NZD 0,AUD/NZD 156000,Young,Australia,Melbourne,White
4528,2021,Computing or Tech,Senior Content Strategist,Experienced Level,College degree,Female,USD 127000,USD 12700,USD 139700,Mid Life,United States,San Francisco,White
4529,2021,Nonprofits,Associate Director of Training ,Senior Level,Master's degree,Female,USD 160000,USD 0,USD 160000,Junior,United States,Los Angeles,White
4530,2021,Education (Higher Education),Academic Advisor,Experienced Level,Master's degree,Female,USD 55000,USD 0,USD 55000,Mid Life,United States,Champaign Urbana,White
4532,2021,Nonprofits,Campaign Development Specialist ,Junior Level,College degree,Female,USD 39000,USD 0,USD 39000,Mid Life,United States,Seattle,White
4533,2021,Entertainment,Senior Marketing Research Analyst,Junior Level,College degree,Female,USD 105000,USD 0,USD 105000,Mid Life,Australia,Los Angeles,Black or African American
4534,2021,Education (Higher Education),Training Consultant/ Program Manager,Experienced Level,College degree,Female,USD 73000,USD 0,USD 73000,Mid Life,United States,Los Angeles,White
4535,2021,"Accounting, Banking & Finance",Loan processor,Veteran Level,High School,Female,USD 40000,USD 55000,USD 95000,Junior,United States,Remote,White
4538,2021,Nonprofits,Fundraising and impact manager,Junior Level,Master's degree,Female,GBP 38000,GBP 0,GBP 38000,Mid Life,United Kingdom,London,White
4539,2021,Education (Higher Education),Assistant Director of Finance,Experienced Level,Master's degree,Female,USD 91000,USD 0,USD 91000,Junior,United States,Boston,White
4540,2021,"Marketing, Advertising & PR",Communications Specialist,Senior Level,College degree,Female,CAD 77000,CAD 1500,CAD 78500,Mid Life,Canada,Toronto,Other or Prefer not to answer
4541,2021,Retail,"Senior Manager II, People Operations",Senior Level,College degree,Female,USD 93000,USD 48000,USD 141000,Junior,United States,Bentonville,White
4542,2021,Computing or Tech,Software engineer,Experienced Level,College degree,Female,USD 250000,USD 30000,USD 280000,Mid Life,United States,San Francisco,Asian or Asian American
4543,2021,Insurance,Service manager,Senior Level,College degree,Female,USD 36000,USD 4000,USD 40000,Junior,Australia,Waco,White
4544,2021,"Environment, health, and safety",EHS analyst,Experienced Level,College degree,Female,USD 70000,USD 0,USD 70000,Mid Life,United States,Cleveland,White
4546,2021,Computing or Tech,Senior Developer / Consultant,Experienced Level,Some college,Male,EUR 63,EUR 10,EUR 73,Junior,Germany,Dortmund,White
4547,2021,Art & Design,Controller,Senior Level,College degree,Female,USD 125000,USD 7000,USD 132000,Mid Life,United States,San Francisco,White
4549,2021,Computing or Tech,Senior IT Advisor,Senior Level,College degree,Female,CAD 100000,CAD 25000,CAD 125000,Junior,Canada,Ottawa,White
4551,2021,Nonprofits,Director of Events,Experienced Level,College degree,Female,USD 100000,USD 0,USD 100000,Mid Life,United States,"Washington, DC",White
4552,2021,Computing or Tech,Asset Analyst,Legendary Level,College degree,Female,USD 47761,USD 0,USD 47761,Mid Life,United States,Tyler,White
4554,2021,Health care,Ot,Legendary Level,College degree,Female,USD 43000,USD 300,USD 43300,Junior,United States,Medford Oregon ,White
4555,2021,Computing or Tech,Practice Support Analyst,Senior Level,College degree,Female,USD 104600,USD 0,USD 104600,Junior,United States,New York City,White
4556,2021,Government and Public Administration,Grant Manager,Junior Level,College degree,Female,USD 51330,USD 0,USD 51330,Mid Life,United States,Harrisburg,White
4557,2021,Government and Public Administration,Branch Librarian,Veteran Level,Master's degree,Female,USD 61589,USD 0,USD 61589,Experienced,United States,Lake Jackson,White
4558,2021,"Leisure, Sport & Tourism",Travel Agent,Junior Level,College degree,Female,USD 60000,USD 12000,USD 72000,Mid Life,United States,Chicago,White
4559,2021,Agriculture or Forestry,Process Chemist,Experienced Level,Master's degree,Female,USD 70000,USD 3000,USD 73000,Junior,United States,Greensboro,White
4560,2021,"Clean Energy (eg. energy efficiency, renewables, etc.)",Energy Analyst (Self-Employed),Experienced Level,Master's degree,Male,USD 200000,USD 0,USD 200000,Mid Life,United States,Baltimore (but I work fully remotely),White
4561,2021,Energy: oil & gas,GIS Lead,Veteran Level,PhD,Male,USD 75000,USD 1200,USD 76200,Experienced,United States,Minneapolis-St Paul,White
4562,2021,Agriculture or Forestry,Assistant Winemaker,Experienced Level,Master's degree,Female,USD 82000,USD 2000,USD 84000,Mid Life,United States,Paso Robles,White
4563,2021,Biotech/pharmaceuticals ,Principal scientist,Senior Level,PhD,Female,USD 156000,USD 16000,USD 172000,Junior,United States,South San Francisco,White
4565,2021,Entertainment,Business operations administrator ,Senior Level,Some college,Female,USD 40000,USD 4000,USD 44000,Junior,United States,Los Angles,Multiracial
4567,2021,Health care,Pharmacist,Entry Level,"Professional degree (MD, JD, etc.)",Female,USD 99000,USD 10000,USD 109000,Junior,United States,Atlanta,White
4568,2021,Health care,Infection Preventionist,Experienced Level,Master's degree,Female,USD 105000,USD 6000,USD 111000,Mid Life,United States,Boston,White
4570,2021,Education (Higher Education),Librarian,Expert Level,Master's degree,Female,USD 49000,USD 0,USD 49000,Senior,United States,Hamlet,White
4572,2021,Media & Digital,Senior Producer,Veteran Level,College degree,Female,USD 69000,USD 11000,USD 80000,Experienced,United States,New York City,White
4573,2021,Government and Public Administration,GIS (Geographic Information Systems) Manager,Experienced Level,College degree,Female,CAD 75000,CAD 0,CAD 75000,Mid Life,Canada,Vancouver Island,White
4576,2021,Nonprofits,Digital Campaigns Manager,Legendary Level,College degree,Female,USD 70010,USD 0,USD 70010,Mid Life,Australia,DC,Black or African American
4578,2021,Education (Higher Education),Librarian,Senior Level,Master's degree,Female,USD 65000,USD 0,USD 65000,Junior,United States,Miami,White
4579,2021,"Marketing, Advertising & PR",Senior Director of Digital Strategy,Senior Level,College degree,Male,USD 107500,USD 15000,USD 122500,Junior,United States,Chicago,White
4581,2021,Engineering or Manufacturing,Packager,Senior Level,College degree,Female,CAD 28333,CAD 750,CAD 29083,Mid Life,Canada,Swift Current ,White
4582,2021,Education (Higher Education),Financial Aid Counselor,Senior Level,Master's degree,Female,USD 42000,USD 200,USD 42200,Mid Life,United States,Seattle,White
4583,2021,Nonprofits,Director of Programs,Senior Level,Master's degree,Female,USD 108000,USD 1500,USD 109500,Mid Life,United States,Baltimore,White
4584,2021,Business or Consulting,Director of Population Health & Business Operations,Senior Level,Master's degree,Female,USD 85000,USD 10000,USD 95000,Junior,United States,Sacramento,White
4585,2021,Environmental Health + Pest Control,Client Service Representative,Experienced Level,College degree,Female,USD 57900,USD 0,USD 57900,Mid Life,United States,New York City,White
4586,2021,"Accounting, Banking & Finance",Senior Associate,Legendary Level,College degree,Female,USD 90000,USD 5000,USD 95000,Mid Life,United States,"Washington, DC",White
4588,2021,Law,Associate Attorney (mid-level),Legendary Level,"Professional degree (MD, JD, etc.)",Female,USD 265000,USD 100000,USD 365000,Mid Life,United States,Dallas,White
4593,2021,Education (Primary/Secondary),High School ESL teacher,Junior Level,Master's degree,Female,USD 44000,USD 1000,USD 45000,Mid Life,United States,Tucson,White
4594,2021,"Marketing, Advertising & PR",Graphic Design Supervisor,Veteran Level,College degree,Female,USD 53000,USD 2000,USD 55000,Experienced,Australia,Madison,White
4595,2021,Architecture ,Interior Designer,Legendary Level,College degree,Female,USD 53000,USD 2500,USD 55500,Mid Life,United States,Bloomfield Hills,White
4596,2021,Computing or Tech,Senior Scrum Master,Experienced Level,College degree,Female,USD 145000,USD 5000,USD 150000,Mid Life,United States,Seattle,White
4598,2021,Health care,Clinical Research Associate,Legendary Level,College degree,Female,USD 87900,USD 9,USD 87909,Mid Life,United States,Durham,White
